Cluster,kind,RA,DEC,plx,e_plx,CMDclass,quality,logAge_16,logAge_50,logAge_84,FeH_16,FeH_50,FeH_84,Av_16,Av_50,Av_84,dMod_16,dMod_50,dMod_84,X,Y,Z,Rgc
HSC_1675,o,94.57304744156592,-3.439646404027288,0.158,0.075,0.8,1,8.88,9.11,9.31,-0.32,-0.13,0.11,0.05,0.21,0.35,12.95,13.27,13.69,-3.7691952371526174,-2.3746993672953485,-0.6492976127299748,12.126
HSC_880,o,348.8293038276136,59.97036809792407,0.324,0.038,1.0,0,7.33,7.53,7.69,0.27,0.44,0.62,1.42,1.53,1.64,12.15,12.41,12.69,-1.0957441883225556,2.8288955570461587,0.0079555343214285,9.642
HSC_2126,o,134.1131536917615,-44.85791250248828,1.9,0.033,1.0,0,7.36,7.49,7.6,-0.07,0.1,0.23,0.22,0.29,0.39,8.62,8.77,8.95,-0.0431973960715605,-0.5658864048756588,0.0449375350471139,8.185
CWNU_1375,o,149.2138229035282,-57.50684275029538,0.653,0.03,0.99,0,8.65,8.81,8.96,0.09,0.31,0.51,0.44,0.55,0.67,10.55,10.79,11.04,0.2779448482721864,-1.4105787717478475,-0.0147058042581307,7.97
NGC_6910,o,305.74033666567044,40.73402395825429,0.57,0.035,0.19,1,7.18,7.27,7.38,0.79,0.9,1.01,3.3,3.4,3.48,10.89,11.13,11.35,0.3319798274662524,1.6485639300741743,0.1002177577542218,7.963
CWNU_513,o,258.1372948548919,-71.69657653523657,3.046,0.037,1.0,0,8.17,8.32,8.44,-0.12,-0.01,0.1,0.37,0.46,0.56,7.48,7.63,7.79,0.2452933827920072,-0.2029111079438811,-0.0651288609868206,7.879
CWNU_2921,o,114.08850934400505,-33.61382925363126,0.451,0.035,0.96,0,8.06,8.3,8.49,-0.2,0.01,0.17,0.49,0.62,0.72,11.44,11.67,11.91,-0.8152131435202534,-1.9843905452428348,-0.1895692118959005,9.155
HSC_1906,o,113.09674566982952,-23.89447332933165,0.359,0.046,0.83,0,7.93,8.11,8.28,-0.32,-0.17,-0.02,1.42,1.53,1.63,11.65,11.85,12.1,-1.2166450538510674,-2.0017155687407477,-0.0492489114760689,9.551
HSC_2708,o,232.22425042248932,-57.07596564081338,0.999,0.034,1.0,0,8.63,8.74,8.85,-0.32,-0.19,-0.05,0.77,0.89,0.97,9.48,9.68,9.89,0.6900736332500692,-0.5181506114953023,0.0322695996750901,7.45
FSR_0979,o,97.81995345614128,11.085824893162252,0.349,0.068,0.5,0,8.68,8.76,8.85,-0.14,0.0,0.17,2.89,2.97,3.04,11.66,11.86,12.02,-2.2015712817497253,-0.835604906912175,0.0730354422328434,10.357
HSC_962,o,8.86973873680343,60.175177676851376,0.498,0.04,0.08,0,8.75,8.92,9.04,-0.77,-0.56,-0.35,2.27,2.43,2.59,11.06,11.38,11.67,-0.9700468440052816,1.6175166263184746,-0.0427133758887826,9.235
Theia_2103,o,121.27122160958814,-40.81161245165317,1.312,0.039,0.98,1,7.67,8.02,8.3,0.11,0.32,0.53,0.35,0.49,0.64,9.44,9.72,9.99,-0.199922812834167,-0.8527363250746992,-0.032841680216239,8.365
HSC_1849,o,109.020377225801,-21.225513649738232,3.616,0.05,0.79,0,7.9,8.1,8.34,0.19,0.33,0.48,0.93,1.06,1.2,7.15,7.36,7.62,-0.1713667495033206,-0.2409102480616504,0.0194909024343219,8.297
UBC_461,o,118.98607744603672,-24.002734961063325,0.299,0.041,0.97,0,7.66,7.78,7.9,-0.3,-0.15,0.01,0.77,0.84,0.9,12.0,12.17,12.36,-1.2950304314586614,-2.38518838480998,0.1544975986500296,9.714
CWNU_1042,o,58.30646026198527,53.20489942451481,0.843,0.059,0.96,1,6.63,6.8,6.97,-0.42,-0.21,-0.01,2.52,2.66,2.78,10.2,10.47,10.8,-1.055212200088702,0.6542958528150999,0.0333299801844697,9.201
UBC_157,o,328.8788526350235,49.72950354859295,0.841,0.034,1.0,0,8.74,8.82,8.91,-0.07,0.07,0.21,0.66,0.73,0.82,10.21,10.33,10.46,-0.1255760162142127,1.1547951051047458,-0.0349614254506963,8.328
vdBergh_85,o,101.79604508534396,1.3539560214403517,0.546,0.05,0.46,2,7.37,7.54,7.73,-0.22,-0.05,0.11,1.08,1.21,1.34,11.21,11.52,11.78,-1.7216722694732225,-1.0444075381748417,0.0344491337845744,9.899
HSC_1755,o,104.62043977298592,-10.297167933269026,1.98,0.045,0.2,0,7.51,7.92,8.24,0.18,0.39,0.59,0.04,0.18,0.33,8.35,8.63,8.89,-0.389244984476166,-0.3616899031597863,0.0135425468660463,8.519
Theia_4,o,344.41941991788104,63.03661738038964,1.154,0.043,0.99,0,6.55,6.68,6.8,-0.32,-0.14,0.05,1.97,2.09,2.18,9.48,9.69,9.91,-0.3022844010450782,0.8112715029714292,0.0870915448034173,8.463
Theia_3992,o,119.1868856909632,-29.59623290005104,0.34,0.044,1.0,0,8.9,8.98,9.06,0.47,0.61,0.76,0.75,0.83,0.91,11.71,11.89,12.05,-0.9571052720060962,-2.187530809539865,0.0257824508664977,9.339
HSC_807,o,336.713553905542,55.64407507597903,0.228,0.031,1.0,0,7.5,7.61,7.72,0.32,0.49,0.68,1.65,1.71,1.78,12.93,13.17,13.36,-1.0034735375921198,4.184878222651011,-0.0812735186664311,10.039
HSC_731,o,324.5963443391634,47.586553212163686,0.879,0.025,0.48,0,8.69,8.77,8.86,-0.29,-0.17,-0.04,1.18,1.27,1.35,10.03,10.18,10.32,-0.0502208821429484,1.0831136214672128,-0.0266693619251292,8.244
CWNU_324,o,113.01596352385413,-16.954693358974794,0.516,0.062,0.21,2,7.23,7.39,7.61,0.08,0.28,0.48,0.78,0.93,1.08,11.25,11.59,11.92,-1.2629826352824658,-1.6517971210226938,0.0804865959776476,9.529
NGC_1342,o,52.88619857160179,37.38766244529033,1.525,0.049,0.4,0,8.35,8.46,8.57,0.13,0.26,0.37,1.2,1.27,1.34,8.98,9.11,9.23,-0.580204744728885,0.2712173572018391,-0.1325480862349727,8.706
Theia_2078,o,131.56377024235155,-46.58675444512146,0.571,0.033,0.99,0,7.94,8.06,8.18,0.12,0.27,0.44,0.89,0.98,1.06,11.01,11.19,11.39,-0.1258103911640056,-1.72402751342721,-0.0228888570439391,8.426
Ruprecht_44,o,119.69669096626008,-28.56154669678986,0.181,0.046,1.0,0,7.34,7.43,7.51,-0.42,-0.29,-0.15,1.81,1.86,1.91,12.59,12.77,12.97,-1.4723389941236906,-3.264092154749389,0.0754775640175524,10.134
FoF_403,o,161.04246687867197,-58.096705628018384,0.374,0.03,0.99,0,7.46,7.55,7.67,0.21,0.36,0.52,1.8,1.87,1.94,11.69,11.9,12.09,0.6914833772980398,-2.296841708383196,0.0699744952636318,7.777
Theia_5504,o,22.56685356414205,57.076275144421096,1.094,0.036,1.0,0,8.34,8.43,8.51,-0.07,0.05,0.19,0.72,0.8,0.86,9.64,9.77,9.91,-0.5541474426526065,0.7036107486327717,-0.0415799644661713,8.705
NGC_6847,o,299.20030660923584,30.26986395938676,0.207,0.031,0.93,1,7.44,7.67,7.89,0.15,0.43,0.69,1.96,2.17,2.4,13.06,13.5,14.0,1.9622440777857733,4.611354034536136,0.1046950559552898,7.695
UBC_552,o,254.6988653261353,-42.039459269334856,0.396,0.058,0.7,0,7.88,7.99,8.11,-0.01,0.17,0.31,3.84,3.93,4.02,11.32,11.57,11.8,1.9791749202602975,-0.5736679166375521,0.0501335451420839,6.17
HSC_2973,m,210.02745400771505,14.556118357550506,0.005,0.084,0.29,0,9.56,9.66,9.77,0.01,0.18,0.37,0.2,0.32,0.45,14.48,14.78,15.13,3.16130360342612,-0.0982377207321472,8.506522587235356,4.962
HXHWL_22,o,109.00790427418376,-9.40814029250292,0.868,0.045,0.99,0,8.22,8.3,8.38,-0.12,-0.0,0.12,0.33,0.39,0.45,10.09,10.24,10.37,-0.8018017752113966,-0.7771015119649707,0.0654318426133443,8.958
HSC_1059,o,30.499158374513403,63.60784895123014,0.302,0.037,1.0,0,7.41,7.51,7.63,0.02,0.19,0.32,1.85,1.92,2.0,12.44,12.64,12.83,-2.197027278279526,2.556706947825209,0.1532984702278423,10.631
HSC_1531,o,87.27259906186566,14.410031282524846,3.612,0.059,0.4,0,7.37,7.49,7.58,-0.04,0.05,0.15,0.55,0.64,0.73,7.04,7.19,7.37,-0.2654223152630006,-0.0607753314973698,0.0098903187763855,8.388
Teutsch_145,o,280.6186685614132,-5.244097903498395,0.214,0.068,0.06,2,7.24,7.44,7.6,-0.24,-0.06,0.15,5.53,5.69,5.89,12.73,13.12,13.48,3.740363596168239,1.9259902411458856,0.0024773376648866,4.786
NGC_6397,g,265.1772993883089,-53.676050262006655,0.389,0.084,0.88,1,9.21,9.38,9.52,-1.53,-1.34,-1.16,1.37,1.57,1.72,11.31,11.62,11.91,1.91374243593888,-0.7672761229635099,-0.4003183802044274,6.255
Theia_6599,o,20.84891665722932,65.37019238600277,0.804,0.041,0.62,0,8.57,8.66,8.76,0.57,0.7,0.84,2.36,2.45,2.54,10.44,10.6,10.83,-0.7785575375483695,1.0618310004563152,0.1058062553346424,8.964
CWNU_1938,o,219.33739649382497,-60.25739675539442,0.35,0.057,0.23,1,7.46,7.61,7.73,-0.61,-0.41,-0.2,4.67,4.77,4.87,12.32,12.63,12.9,2.403303299794484,-2.344389789159302,0.0330943959280988,6.181
HSC_1905,o,112.4827695693726,-23.897489809587068,0.81,0.04,0.94,0,7.74,7.87,8.01,0.19,0.34,0.5,0.24,0.32,0.39,10.34,10.59,10.8,-0.6859909503435997,-1.1168646133846023,-0.0205440624230412,8.879
Teutsch_5,o,73.94332804526589,36.77300732021045,0.443,0.083,0.1,0,9.04,9.14,9.24,-0.02,0.11,0.26,2.48,2.57,2.66,11.75,11.94,12.15,-2.3806691856822635,0.5234687527343804,-0.1275766694281127,10.516
NGC_6709,o,282.8428448697992,10.340876982563769,0.923,0.044,1.0,0,8.38,8.44,8.5,0.25,0.35,0.44,0.85,0.89,0.94,10.05,10.16,10.27,0.7956560304814886,0.719927219250307,0.1279482391108157,7.362
HSC_103,o,271.1791918161196,-22.52442026568924,9.96,0.059,0.99,2,7.93,8.23,8.51,0.33,0.51,0.69,0.92,1.15,1.4,4.52,4.85,5.17,0.0925042967282525,0.0125102262905985,0.0405940122175751,8.03
UBC_1006,o,272.455442640159,-21.45295386145573,0.339,0.062,0.38,0,8.02,8.21,8.39,-0.53,-0.25,-0.0,2.93,3.13,3.33,10.97,11.39,11.71,1.871883091153208,0.3037256127055752,0.0042167537520645,6.257
HSC_833,o,342.58344385849995,57.18977669067784,0.302,0.038,1.0,0,7.03,7.13,7.22,-0.01,0.19,0.37,1.94,2.0,2.08,12.73,12.96,13.21,-1.1468702039244203,3.7341899098964473,-0.0853407052438158,9.993
OC_0153,o,317.0440279492483,56.43710916829553,0.626,0.04,0.97,0,7.9,8.02,8.11,0.13,0.26,0.43,2.61,2.68,2.76,10.81,10.98,11.18,-0.1508139528089174,1.554586282367566,0.2045354022825257,8.418
HSC_1416,o,83.80176667182653,28.05495324519469,0.213,0.078,0.97,0,8.99,9.06,9.16,-0.41,-0.25,-0.11,2.03,2.14,2.24,12.88,13.1,13.35,-4.165286004963042,0.0339081670795795,-0.1228054269561456,12.287
HSC_1427,o,81.26418670571921,24.53287438886836,1.332,0.044,0.99,0,8.12,8.25,8.41,0.13,0.27,0.45,1.93,2.03,2.14,9.1,9.29,9.47,-0.716841225374397,-0.0155384143113558,-0.0349181454657609,8.839
HSC_1565,o,101.03702551372112,16.7849629165175,0.439,0.045,0.28,0,8.84,8.94,9.03,-0.35,-0.14,0.06,0.55,0.67,0.78,11.26,11.5,11.7,-1.8957740729083472,-0.5843122964225722,0.2551193806984989,10.035
CWNU_2412,o,207.09349965028687,-61.70120891947635,0.49,0.04,0.44,0,8.98,9.1,9.21,-0.01,0.15,0.32,0.96,1.08,1.21,11.3,11.52,11.73,1.2843251186406155,-1.550975296467006,0.0533637693193379,7.011
HSC_1552,o,99.14776695647348,17.119409525100643,0.218,0.068,0.69,1,8.38,8.55,8.71,0.02,0.17,0.34,0.9,1.0,1.12,12.73,12.96,13.18,-3.744236850607361,-1.0744298007330957,0.3605861194929279,11.915
Theia_1450,o,314.3384206557118,49.44933818479958,1.262,0.032,0.01,1,8.24,8.42,8.56,0.3,0.46,0.58,2.44,2.59,2.78,9.53,9.79,10.04,0.0124455239365275,0.9068442053886652,0.0818178236073062,8.16
OC_0521,o,144.74792079510976,-53.99378849934722,0.333,0.041,0.56,0,7.88,7.99,8.11,0.52,0.7,0.87,2.7,2.79,2.87,11.97,12.21,12.45,0.3357418023369867,-2.745950597628406,-0.0133245861442831,8.256
Theia_954,o,188.64083893845907,-61.67602019049672,1.878,0.038,0.99,0,7.66,7.8,7.92,0.05,0.2,0.36,0.65,0.76,0.87,8.45,8.64,8.88,0.2747708377371154,-0.4584515846323346,0.0514397830897052,7.861
CWNU_1897,o,123.30793181837656,-27.61467209642309,0.337,0.046,0.91,0,9.05,9.15,9.26,-0.85,-0.71,-0.55,0.65,0.77,0.89,11.49,11.74,11.97,-0.8816994804880913,-2.04142002407342,0.1868121174724672,9.232
CWNU_1346,o,58.054000023904784,52.04552946086554,0.411,0.052,0.25,0,8.18,8.28,8.38,-0.01,0.13,0.25,3.41,3.5,3.57,11.75,11.95,12.15,-2.099388771174363,1.2706609720431368,-0.0173195375070005,10.3
HSC_444,o,295.10160615576353,17.7925054286812,0.303,0.049,0.78,0,8.13,8.23,8.35,0.43,0.6,0.79,2.46,2.55,2.63,12.31,12.57,12.85,1.9040305531208253,2.649915788703206,-0.0950623598174586,6.759
CWNU_222,o,102.04773389245788,-8.12295980083088,0.615,0.049,1.0,0,8.32,8.41,8.54,0.03,0.2,0.35,0.82,0.88,0.95,10.84,11.01,11.2,-1.2197957489641986,-1.016326795323723,-0.0777391382691658,9.397
CWNU_1322,o,303.5221261741902,37.60776597784786,0.26,0.038,0.77,0,7.9,8.01,8.12,0.02,0.24,0.45,2.52,2.6,2.68,12.49,12.75,12.95,0.9142369345719724,3.426808777421961,0.1438509023429898,7.981
PHOC_37,o,300.92768927059427,34.69397915744536,0.885,0.025,0.99,0,7.95,8.05,8.14,-0.51,-0.35,-0.22,1.23,1.29,1.37,9.99,10.11,10.31,0.3340600597588095,0.9969592919263536,0.0750308931005265,7.851
CWNU_1086,o,67.96372968617284,53.8090242582064,1.314,0.041,0.93,0,6.85,6.94,7.02,0.09,0.22,0.36,1.78,1.87,1.96,9.31,9.5,9.71,-0.6994041231226458,0.3724191980011737,0.09689829655856,8.829
HSC_2243,m,81.44429449912538,-66.26067435762698,-0.016,0.034,0.15,2,7.93,8.14,8.38,-0.59,-0.29,0.01,0.5,0.73,0.99,14.63,15.11,15.7,0.9519816840226988,-8.744629538951182,-5.7279419408106085,11.308
CWNU_2206,o,75.02474318327732,34.392520380844964,0.228,0.061,0.43,0,8.02,8.11,8.23,0.09,0.27,0.48,2.34,2.41,2.48,12.98,13.22,13.43,-4.323955953675425,0.7608316951163507,-0.3233225810655643,12.469
FSR_0291,o,319.090847563257,48.35073421407737,0.139,0.057,0.2,1,8.3,8.47,8.61,0.1,0.3,0.48,4.26,4.44,4.64,13.49,13.87,14.22,-0.0534422719699865,5.942449242929452,-0.0108885750456922,10.107
HSC_188,o,249.7225849238878,-0.5696868123639685,4.66,0.062,0.16,0,7.53,7.74,7.94,0.21,0.34,0.48,0.55,0.67,0.81,6.43,6.67,6.84,0.1822102989146277,0.0514793520361544,0.1451258318486084,7.94
Pismis_8,o,130.40826797789828,-46.2668163683425,0.533,0.029,1.0,0,7.34,7.49,7.61,0.03,0.21,0.37,2.38,2.45,2.54,11.2,11.42,11.67,-0.1647589147523973,-1.914088843457296,-0.0443733686536025,8.505
HSC_1252,o,75.55436341623819,49.68134728835446,0.812,0.042,0.91,0,8.58,8.68,8.78,-0.0,0.16,0.29,1.33,1.41,1.48,10.47,10.65,10.79,-1.2475265467262415,0.4998926608108429,0.157441477210988,9.383
Ruprecht_10,o,106.63826862694948,-20.142082696194294,0.427,0.046,1.0,0,8.8,8.92,9.01,-0.01,0.14,0.28,0.39,0.48,0.55,11.23,11.38,11.55,-1.1414265030727808,-1.491865224037348,-0.1479632446344568,9.383
UBC_386,o,319.79907397486204,61.93259428229949,0.828,0.052,0.82,2,6.52,6.69,6.88,-0.21,-0.03,0.18,0.94,1.1,1.25,10.33,10.66,10.95,-0.2452680005894567,1.3169667882235607,0.2464593770518924,8.47
HSC_1673,o,105.91538486359184,2.646768152046138,0.28,0.063,1.0,0,7.68,7.88,8.01,-0.41,-0.26,-0.08,0.77,0.87,0.96,12.35,12.57,12.8,-2.7635386584410444,-1.724957882505792,0.2722260847669387,11.021
Theia_7,o,68.49714012737061,24.68567552722052,7.696,0.056,0.34,3,7.25,7.5,7.77,0.13,0.3,0.47,3.64,3.84,4.02,5.58,5.85,6.2,-0.1418793827567857,0.0148631327795428,0.0026206982309033,8.264
HSC_1697,o,103.98073715448558,-2.2903817271006504,0.29,0.069,0.76,0,8.69,8.78,8.86,0.18,0.35,0.51,1.9,1.98,2.08,12.16,12.38,12.58,-2.4365833246104405,-1.736826215330989,0.045376695828998,10.7
NGC_2635,o,129.61206095619724,-34.77664126618798,0.167,0.044,1.0,0,8.72,8.8,8.86,-0.7,-0.57,-0.45,1.19,1.26,1.34,12.57,12.74,12.92,-0.8751798027862563,-3.4128296521460726,0.2874507699478126,9.623
HSC_1946,o,116.45870748338317,-26.68887083181451,0.335,0.039,1.0,0,8.31,8.45,8.58,0.42,0.59,0.73,0.29,0.37,0.46,12.13,12.36,12.57,-1.362393818323394,-2.632792344900998,-0.007797857885904,9.843
OC_0310,o,93.81509648127395,22.34764411438304,0.53,0.03,0.99,0,7.3,7.41,7.53,-0.36,-0.16,0.05,1.73,1.83,1.92,11.21,11.47,11.77,-1.9413327213530387,-0.3087482874230942,0.1331139229164814,10.068
Gulliver_2,o,122.8989436539441,-37.4067764582671,0.72,0.042,0.99,0,6.67,6.77,6.86,-0.35,-0.22,-0.1,0.95,1.03,1.11,10.39,10.59,10.8,-0.3477584397884978,-1.264482326834424,-0.0031052865375488,8.564
NGC_7063,o,321.1138798401508,36.50708215692684,1.493,0.03,0.99,0,8.16,8.26,8.34,0.22,0.32,0.4,0.21,0.27,0.32,8.98,9.08,9.21,0.0773490744119609,0.6402342863323662,-0.0709602913631205,8.07
HSC_2239,o,144.27309896151635,-53.214766817130105,1.516,0.034,0.99,0,7.68,7.79,7.9,-0.43,-0.28,-0.12,0.6,0.69,0.77,8.97,9.12,9.29,0.072529160216721,-0.6627972887479767,0.0329741567427137,8.077
Theia_6166,o,328.43969226416885,50.24266407869225,0.554,0.035,0.99,0,8.43,8.5,8.57,0.07,0.21,0.33,0.76,0.82,0.87,11.02,11.17,11.31,-0.1878788813353828,1.700948650877683,-0.0538717570353959,8.482
Pismis-Moreno_1,o,334.61419073050274,63.18493097657535,1.077,0.037,0.61,1,6.69,6.8,6.91,0.12,0.26,0.41,1.6,1.68,1.76,9.65,9.87,10.1,-0.268426267101514,0.898621082247723,0.1286011639791972,8.438
Platais_9,o,139.13918600545176,-43.88794734231867,5.461,0.047,0.95,0,7.72,7.81,7.88,0.12,0.19,0.27,0.55,0.61,0.68,6.22,6.34,6.46,-0.008561129134085,-0.1847790749854707,0.0533787335462961,8.133
vdBergh_80,o,97.42964086393214,-9.627757564660222,1.003,0.055,0.27,3,6.77,6.94,7.12,-0.47,-0.27,-0.07,1.83,1.99,2.15,10.19,10.55,10.88,-0.9872816609089732,-0.8023271789128782,-0.1610828469819233,9.145
Theia_105,o,139.6022436238622,-45.42291116905843,1.936,0.05,0.99,0,6.86,6.97,7.07,-0.22,-0.1,0.0,0.46,0.55,0.63,8.46,8.65,8.8,-0.0124370369774347,-0.5362434411477524,0.0678826758054124,8.152
Palomar_11,o,296.3168885660762,-8.004773604282523,0.062,0.075,0.23,0,9.86,9.93,10.02,-0.12,0.01,0.13,0.52,0.61,0.7,14.91,15.14,15.38,8.723479762324631,5.415542748915778,-2.8456116016666577,5.449
HXHWL_68,o,126.32157182037284,-45.512586455070746,0.808,0.038,1.0,0,8.42,8.51,8.6,0.17,0.33,0.46,0.59,0.67,0.74,10.4,10.56,10.73,-0.1622565223923029,-1.2801405409629143,-0.05763330388867,8.383
FSR_0942,o,91.48188712529549,13.660948676678617,0.314,0.067,0.93,0,8.63,8.7,8.77,0.18,0.31,0.45,2.44,2.51,2.59,12.32,12.5,12.64,-3.040482034170145,-0.8477988014853652,-0.1495654564137925,11.195
Theia_366,o,107.58991636137252,-18.63783330685006,1.039,0.037,1.0,0,8.32,8.44,8.53,0.2,0.33,0.44,0.27,0.34,0.4,9.78,9.91,10.04,-0.5936393503993358,-0.75025880095929,-0.0299681664476453,8.748
CWNU_2603,o,288.8727759906195,5.8272679399352825,0.482,0.045,0.97,0,8.68,8.73,8.79,0.16,0.28,0.4,2.06,2.12,2.19,11.29,11.44,11.59,1.4659899458541084,1.268530243706845,-0.0523179353440919,6.776
Casado_12,o,12.577843952797007,63.71040721690458,0.339,0.042,0.99,0,7.47,7.58,7.69,0.56,0.68,0.84,1.73,1.81,1.89,12.17,12.39,12.62,-1.6284110217090308,2.526334039566136,0.0897856785743144,10.072
CWNU_1645,o,108.53208972212197,-7.761712878829044,0.327,0.042,1.0,0,8.48,8.63,8.74,-0.43,-0.27,-0.15,0.91,1.0,1.1,11.73,11.93,12.11,-1.7946138175280222,-1.640249432188786,0.1084116167846079,10.051
Theia_5736,o,75.84890814219138,40.52300940222685,0.537,0.042,1.0,0,8.06,8.2,8.33,0.01,0.17,0.34,0.67,0.77,0.87,11.02,11.25,11.52,-1.7220369069710395,0.443336150435208,0.0265043329007564,9.854
UBC_1487,o,163.78422727404853,-60.12469867203826,0.42,0.034,1.0,0,7.59,7.79,7.93,0.05,0.21,0.39,1.22,1.3,1.39,11.36,11.58,11.8,0.6713063876309917,-1.958197911698029,0.0234441525454774,7.704
CWNU_2211,o,108.9361646930884,-19.57323721320583,0.328,0.045,0.93,0,8.58,8.69,8.8,0.11,0.27,0.43,1.47,1.56,1.64,12.11,12.3,12.51,-1.7295840144006205,-2.300790925002003,-0.1385272767167233,10.117
HSC_2268,o,150.54828275605288,-52.90312748209211,0.503,0.029,0.96,0,8.56,8.7,8.84,-0.06,0.11,0.29,0.98,1.12,1.26,11.1,11.39,11.68,0.2955054687872547,-1.8725113660967327,0.1039441538274633,8.047
Teutsch_13,o,100.97753292822448,1.380139732194862,0.173,0.067,0.99,0,7.8,7.92,8.03,0.37,0.54,0.74,1.93,2.03,2.12,13.15,13.39,13.65,-4.089929963022279,-2.4423479947932387,-0.0348187584431862,12.454
UPK_282,o,30.31208003246241,43.77056792611828,1.266,0.061,0.99,0,7.75,7.86,7.98,0.07,0.18,0.29,0.2,0.28,0.34,9.4,9.54,9.69,-0.5566343013768549,0.5361439724207583,-0.1978042983442193,8.695
Theia_128,o,108.68441270822883,-7.639433340954151,1.994,0.048,0.98,0,7.38,7.58,7.75,0.13,0.27,0.41,0.31,0.4,0.49,8.31,8.49,8.69,-0.3682704052510068,-0.3361651703024164,0.0569623264128107,8.497
HSC_2523,o,186.9816953628501,-72.98037843001917,9.842,0.031,1.0,2,7.36,7.55,7.76,-0.41,-0.24,-0.06,1.5,1.68,1.83,4.97,5.17,5.39,0.0550941625099969,-0.0910561733975149,0.0223299588290107,8.067
HSC_2916,o,260.7524987653925,-34.130353564002334,0.994,0.052,0.87,0,7.04,7.14,7.24,-0.73,-0.55,-0.34,2.5,2.59,2.68,9.62,9.84,10.03,0.9219538485230636,-0.1127902557959035,0.0591247499471094,7.201
UPK_587,o,201.089160064533,-49.89111409169279,1.112,0.044,1.0,0,8.36,8.44,8.52,0.23,0.35,0.49,0.09,0.16,0.23,9.55,9.7,9.85,0.5278850835963951,-0.6664591671063425,0.2307433600993708,7.623
UBC_387,o,325.9199326851948,58.65191418517534,0.623,0.028,0.96,0,8.57,8.67,8.76,0.2,0.38,0.52,1.4,1.5,1.58,10.66,10.87,11.07,-0.2717253185583814,1.4637148387273602,0.1517131077883921,8.52
OC_0061,o,280.01030286093675,-0.3568863233128193,0.557,0.088,0.81,1,7.04,7.17,7.3,0.39,0.55,0.71,4.46,4.58,4.69,11.61,11.85,12.09,2.0013003430559646,1.2173175650464034,0.1335251073299335,6.241
UBC_1230,o,27.983284102680777,59.53905622368482,0.244,0.045,1.0,0,7.62,7.77,7.88,-0.38,-0.23,-0.05,1.42,1.51,1.6,12.13,12.34,12.58,-1.907946057818357,2.2304774512745578,-0.0783834353882194,10.275
UBC_1619,o,119.94310065822812,-45.580798569239576,0.615,0.03,0.99,1,7.11,7.28,7.45,-0.39,-0.23,-0.08,0.17,0.3,0.41,10.86,11.13,11.38,-0.2781936582626745,-1.6421557132013007,-0.1977952347918184,8.559
FSR_0251,o,309.9548814143407,42.97978913901549,0.623,0.041,0.22,3,7.12,7.27,7.43,-0.18,0.04,0.24,4.8,4.92,5.08,11.17,11.52,11.94,0.2703337977070816,1.995301846888928,0.0697057194888161,8.101
NGC_2367,o,110.02300363137049,-21.87061750882659,0.393,0.056,0.97,0,6.62,6.75,6.88,-0.48,-0.3,-0.1,1.16,1.27,1.4,11.38,11.72,12.05,-1.245458829134762,-1.8174665236355905,-0.1028517148477719,9.542
Theia_3740,o,101.17162167142514,-24.30876985599441,0.956,0.035,1.0,0,8.38,8.5,8.59,-0.1,0.04,0.16,0.27,0.33,0.41,9.93,10.08,10.23,-0.5940555221868848,-0.822191594754418,-0.1764196940431642,8.755
UPK_180,o,339.36841259776486,56.787280128425685,1.17,0.034,0.99,0,7.76,7.88,8.01,-0.48,-0.37,-0.24,1.25,1.32,1.4,9.36,9.55,9.72,-0.2148966021132494,0.7836509209005502,0.021783723596633,8.374
Theia_569,o,72.55818041575903,44.69175895235208,1.328,0.04,1.0,0,8.21,8.44,8.61,0.06,0.32,0.54,0.71,0.89,1.05,9.07,9.38,9.64,-0.7097619469479994,0.2472420330882994,0.0445193177467432,8.835
Desvoivres_2,o,99.95085212753057,6.071331772019341,0.65,0.053,0.97,0,7.65,7.75,7.85,0.22,0.39,0.59,1.35,1.42,1.48,10.75,10.95,11.14,-1.3895793421142866,-0.6839243327535445,0.050298136264002,9.536
UPK_28,o,277.3670669850296,-4.970464476229701,1.105,0.062,0.94,0,7.35,7.46,7.58,0.08,0.23,0.36,3.65,3.74,3.83,9.81,9.99,10.19,0.8938942234270577,0.4358848630253215,0.0844609779565049,7.241
NGC_6334,o,260.042799976294,-35.9562556813984,0.565,0.044,0.04,2,6.93,7.08,7.24,0.15,0.34,0.56,3.77,3.91,4.04,10.83,11.14,11.47,1.6704643178898984,-0.2588281446731441,0.0569778650004407,6.457
HSC_1432,o,86.1780655035618,26.859797572616053,0.366,0.057,0.95,0,8.39,8.48,8.6,0.58,0.72,0.89,2.07,2.18,2.3,11.94,12.24,12.52,-2.8036959079112016,-0.0815831521158916,-0.0126401595369533,10.926
CWNU_2292,o,190.6910867180192,-61.91003308714893,0.279,0.058,0.1,0,8.5,8.58,8.67,0.18,0.31,0.46,4.13,4.21,4.3,12.21,12.47,12.64,1.6485742434546804,-2.647175133921606,0.0887892686403894,6.994
HSC_2343,o,156.78206516290243,-59.272897546689336,0.237,0.026,0.99,0,8.12,8.25,8.37,-0.53,-0.35,-0.18,1.89,2.0,2.13,12.35,12.69,12.95,0.9169895910916424,-3.3262715102954123,-0.0450997991247953,7.936
Collinder_367,o,272.3869300485983,-23.654588079005155,0.787,0.064,0.69,1,6.53,6.74,6.92,-0.21,0.04,0.23,1.61,1.79,1.97,10.22,10.55,10.96,1.2770647491534044,0.1626351386718627,-0.0064663212637025,6.847
