Cluster,RA_ICRS,DE_ICRS,r50,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,NRV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,FileName,SimbadName,_RA.icrs,_DE.icrs,name,new_x,new_y,bandwidth,memb,new_ra,new_dec
UBC_316          ,248.748,-47.9732,0.089,72,-3.049,0.099,-3.153,0.082,0.553,0.059, -24.644,  0.772,  3,1643,34,8.717,0.307,0.199,0.078,2.655,0.136,clusters2/UBC_316.dat          ,                        ,248.748,-47.9732,UBC_316,-0.175724132606299,-0.1956822438768517,2.4,0.5,248.73884543999736,-47.9800235966148
UBC_317          ,250.6662,-47.9159,0.092,70,-3.135,0.11,-4.635,0.1,0.428,0.05, -60.253,  0.276,  2,2135,77,8.707,0.171,0.285,0.136,2.096,0.061,clusters2/UBC_317.dat          ,                        ,250.6662,-47.9159,UBC_317,-0.1213790314023306,0.6170528509347513,3.1,0.5,250.66134139448843,-47.899340401205656
UBC_319          ,249.698,-44.7699,0.166,97,-0.746,0.106,-2.726,0.107,0.715,0.043,        ,       ,   ,1329,52,8.017,0.275,0.348,0.133,1.712,0.093,clusters2/UBC_319.dat          ,                        ,249.698,-44.7699,UBC_319,-0.2167926690427624,0.047254099654685,3.0,0.5,249.68483548754082,-44.767862027505046
UBC_322          ,255.2,-44.1993,0.159,200,-0.7,0.15,-1.729,0.131,0.349,0.065, -35.597,  0.665,  6,2881,342,6.79,0.719,0.347,0.199,3.206,0.097,clusters2/UBC_322.dat          ,                        ,255.2,-44.1993,UBC_322,0.2132007117945438,0.4779123279403485,6.1,0.7,255.20591327141065,-44.18979538391147
UBC_326          ,258.1652,-36.0577,0.093,106,-1.095,0.167,-2.783,0.105,0.572,0.068, -67.456,  0.966,  3,1542,66,8.58,0.228,0.179,0.128,2.829,0.16,clusters2/UBC_326.dat          ,                        ,258.1652,-36.0577,UBC_326,-0.0129265152207205,-0.257807657543875,2.6,0.5,258.16460579945283,-36.067279305130825
UBC_337          ,271.738,-24.6502,0.102,128,0.486,0.138,-0.724,0.11,0.541,0.063,   4.344,  0.424,  2,1721,52,6.865,0.136,0.088,0.198,2.987,0.188,clusters2/UBC_337.dat          ,                        ,271.738,-24.6502,UBC_337,-0.030437130870454,-0.1628667594224699,2.7,0.7,271.7368850328446,-24.655622179474
UBC_338          ,271.5448,-24.2436,0.091,93,0.031,0.111,-1.744,0.111,0.621,0.064,        ,       ,   ,1559,59,7.626,0.192,0.305,0.1,2.793,0.049,clusters2/UBC_338.dat          ,                        ,271.5448,-24.2436,UBC_338,-0.094719877394696,-0.0622657284551344,2.1,0.5,271.5409821215451,-24.2458883189251
UBC_339          ,271.309,-23.3074,0.047,45,0.572,0.11,-0.557,0.123,0.392,0.061,        ,       ,   ,2412,160,8.82,0.801,0.123,0.118,2.337,0.277,clusters2/UBC_339.dat          ,                        ,271.309,-23.3074,UBC_339,0.2457701043027311,0.0852204650270289,1.8,0.5,271.3153567938324,-23.305375504954316
UBC_340          ,270.7678,-22.6536,0.098,79,0.708,0.111,-2.573,0.106,0.709,0.048,        ,       ,   ,1388,40,8.109,0.771,0.237,0.248,2.13,0.227,clusters2/UBC_340.dat          ,                        ,270.7678,-22.6536,UBC_340,0.0374132000232618,-0.0958039600804356,2.1,0.5,270.76947355224047,-22.657554719394554
UBC_341          ,276.4493,-17.0769,0.115,150,-0.195,0.136,-1.491,0.115,0.471,0.053,   2.320,  0.213,  2,2041,76,7.102,0.478,0.146,0.196,2.695,0.061,clusters2/UBC_341.dat          ,                        ,276.4493,-17.0769,UBC_341,0.3246779617757322,-0.0739741073315585,4.2,0.5,276.4588349758204,-17.078976408425422
UBC_342          ,273.87,-14.9088,0.25,122,-0.17,0.119,-1.058,0.14,0.595,0.047, -15.267,  1.317,  3,1620,81,7.061,0.035,0.254,0.081,1.953,0.104,clusters2/UBC_342.dat          ,                        ,273.87,-14.9088,UBC_342,-0.1148231072830761,0.5312206223862539,5.1,0.5,273.86579785915444,-14.890011875143221
UBC_345          ,275.9663,-12.2384,0.152,76,-0.457,0.115,-1.715,0.122,0.464,0.055,        ,       ,   ,2041,114,6.877,0.111,0.23,0.209,3.402,0.045,clusters2/UBC_345.dat          ,                        ,275.9663,-12.2384,UBC_345,0.689868152749133,0.20254004933774,4.8,0.5,275.9861161837945,-12.232713503689725
UBC_347          ,276.7267,-10.9535,0.059,36,-1.4,0.12,-4.914,0.11,0.724,0.054,        ,       ,   ,1376,34,8.278,0.692,0.09,0.231,3.1,0.215,clusters2/UBC_347.dat          ,                        ,276.7267,-10.9535,UBC_347,0.1795216181678598,-0.3286994533266041,1.5,0.5,276.7343142319972,-10.967186745434061
UBC_352          ,281.2097,-5.8623,0.14,159,-1.392,0.123,-3.64,0.107,0.263,0.053,  45.826,  1.016,  5,3866,228,6.737,0.021,0.14,0.142,2.21,0.024,clusters2/UBC_352.dat          ,                        ,281.2097,-5.8623,UBC_352,-0.065270457162418,0.6599029413447859,7.1,0.5,281.20872759530107,-5.852519954254464
UBC_354          ,282.3536,-4.4128,0.108,165,1.153,0.117,0.122,0.119,0.583,0.075,  -9.126,  0.724,  6,1824,101,7.152,0.769,0.333,0.181,2.927,0.141,clusters2/UBC_354.dat          ,                        ,282.3536,-4.4128,UBC_354,0.1030253158509495,-0.616287214798299,2.5,0.5,282.35684595460435,-4.432158905801755
UBC_356          ,288.8588,-4.1712,0.151,41,-0.614,0.148,-4.934,0.143,0.925,0.044,        ,       ,   ,1055,35,8.165,0.29,0.137,0.083,1.701,0.105,clusters2/UBC_356.dat          ,                        ,288.8588,-4.1712,UBC_356,0.3805917681284079,-0.5200578283790169,2.0,0.5,288.87952512409856,-4.199443443609634
UBC_36           ,16.456,59.6345,0.07,96,-1.183,0.252,-0.472,0.237,0.405,0.147, -50.455,  0.319,  2,1900,159,8.432,0.237,-0.097,0.14,1.484,0.115,clusters2/UBC_36.dat           ,                        ,16.456,59.6345,UBC_36,-0.1562494299763379,-0.0641522691970317,1.8,0.5,16.446679719536068,59.63256511445894
UBC_360          ,292.5424,10.6641,0.06,41,-1.611,0.105,-4.737,0.129,0.294,0.054,        ,       ,   ,2933,156,8.779,0.655,0.114,0.126,1.906,0.166,clusters2/UBC_360.dat          ,                        ,292.5424,10.6641,UBC_360,-0.4788124201831394,0.027921022857237,2.5,0.5,292.5328820589074,10.664645289840584
UBC_361          ,290.0052,15.1601,0.067,47,-1.7,0.067,-5.244,0.084,0.628,0.048,        ,       ,   ,1491,51,7.51,0.353,0.345,0.103,2.043,0.083,clusters2/UBC_361.dat          ,                        ,290.0052,15.1601,UBC_361,0.0616571194736534,-0.3201653277876133,2.3,0.5,290.0076546307459,15.147796752542366
UBC_364          ,306.2793,29.7325,0.092,45,-2.107,0.08,-6.528,0.116,0.554,0.041,   9.745,  0.803,  4,1693,65,8.581,0.397,0.176,0.158,2.143,0.146,clusters2/UBC_364.dat          ,                        ,306.2793,29.7325,UBC_364,-0.1823142713643211,0.0578777560800265,2.7,0.5,306.2721944149063,29.73445855281263
UBC_366          ,299.8491,37.2112,0.081,43,-1.199,0.09,-2.23,0.082,0.527,0.039,  -1.879,  0.609,  2,1810,58,8.485,0.411,0.154,0.194,1.016,0.189,clusters2/UBC_366.dat          ,                        ,299.8491,37.2112,UBC_366,0.01484141577082,0.022175456745817,2.7,0.5,299.849689910041,37.211901965432595
UBC_373          ,306.8601,37.6658,0.076,47,-0.595,0.119,-3.651,0.17,0.764,0.077,        ,       ,   ,1232,26,7.236,0.169,0.015,0.061,3.035,0.013,clusters2/UBC_373.dat          ,                        ,306.8601,37.6658,UBC_373,0.268999301570068,-0.1784080620441619,1.3,0.5,306.87590211095073,37.6575018443634
UBC_376          ,307.5092,46.166,0.083,87,-2.488,0.147,-3.372,0.135,0.356,0.067,        ,       ,   ,2272,133,7.769,0.466,0.166,0.142,2.621,0.102,clusters2/UBC_376.dat          ,                        ,307.5092,46.166,UBC_376,0.1657505097714136,0.0222516822596627,3.4,0.7,307.51523544204605,46.16656098885109
UBC_377          ,314.8538,45.8534,0.132,57,-2.939,0.129,-2.831,0.094,0.319,0.044,        ,       ,   ,2984,195,7.13,0.727,0.173,0.138,1.828,0.261,clusters2/UBC_377.dat          ,                        ,314.8538,45.8534,UBC_377,0.6396712742805555,-0.330662487463762,4.8,0.7,314.87143242562246,45.847049593941726
UBC_378          ,311.5449,48.8572,0.183,62,-2.657,0.125,-3.916,0.108,0.634,0.048,        ,       ,   ,1454,22,8.481,0.427,0.043,0.094,2.171,0.1,clusters2/UBC_378.dat          ,                        ,311.5449,48.8572,UBC_378,-0.365149837540037,-0.4072345468621634,3.4,0.5,311.52303722973596,48.84115060036449
UBC_379          ,313.269,48.5343,0.082,62,-2.534,0.118,-2.452,0.133,0.368,0.056,        ,       ,   ,2456,113,7.337,0.343,0.445,0.174,2.663,0.088,clusters2/UBC_379.dat          ,                        ,313.269,48.5343,UBC_379,0.0792806454667385,0.1320266969928596,3.4,0.5,313.27179329844006,48.5373800038887
UBC_380          ,317.717,47.7154,0.075,42,-0.997,0.102,-1.712,0.093,0.436,0.057,        ,       ,   ,2109,54,8.315,0.548,0.43,0.175,1.339,0.211,clusters2/UBC_380.dat          ,                        ,317.717,47.7154,UBC_380,0.0060656169925348,-0.280643226415731,2.3,0.5,317.71724488527894,47.70777568846873
UBC_381          ,316.2392,48.7354,0.079,29,-0.395,0.096,-2.174,0.066,0.437,0.045,        ,       ,   ,2150,66,8.23,0.45,0.286,0.217,1.678,0.2,clusters2/UBC_381.dat          ,                        ,316.2392,48.7354,UBC_381,0.4582135404743184,-0.4141028432900313,2.9,0.5,316.257710466307,48.72436300786234
UBC_382          ,324.9869,49.3115,0.052,51,-3.458,0.097,-4.842,0.107,0.434,0.052,        ,       ,   ,2161,67,8.045,0.347,0.173,0.143,1.134,0.174,clusters2/UBC_382.dat          ,                        ,324.9869,49.3115,UBC_382,0.4943450137860647,-0.0801905120762427,2.6,0.5,325.00700330677057,49.30937212137519
UBC_384          ,328.7114,52.8176,0.096,110,-3.877,0.14,-3.734,0.132,0.38,0.061,        ,       ,   ,2240,102,7.842,0.251,0.157,0.103,1.578,0.104,clusters2/UBC_384.dat          ,                        ,328.7114,52.8176,UBC_384,-0.0142377335116972,0.0411231026328646,4.0,0.5,328.71079739283726,52.818651864644494
UBC_386          ,319.7639,61.9436,0.132,57,-3.424,0.174,-3.44,0.211,0.81,0.072,        ,       ,   ,1160,29,6.854,0.029,0.036,0.082,1.461,0.032,clusters2/UBC_386.dat          ,                        ,319.7639,61.9436,UBC_386,0.1986129312431312,0.6035043383297891,2.1,0.5,319.7847777646683,61.97340726156165
UBC_387          ,326.0639,58.7582,0.115,33,-2.213,0.081,-4.789,0.096,0.61,0.028,        ,       ,   ,1563,37,8.54,0.327,0.091,0.118,1.702,0.121,clusters2/UBC_387.dat          ,                        ,326.0639,58.7582,UBC_387,0.5562017574512481,0.1608934050875161,2.7,0.5,326.1032182825668,58.76409197970376
UBC_389          ,338.3416,58.3733,0.049,43,-3.382,0.119,-3.415,0.115,0.41,0.071,        ,       ,   ,2257,104,7.143,0.412,0.101,0.157,1.686,0.113,clusters2/UBC_389.dat          ,                        ,338.3416,58.3733,UBC_389,0.014513479106375,0.4005577292983719,2.0,0.5,338.34230281234676,58.38346848166502
UBC_390          ,338.6963,58.2698,0.119,196,-3.355,0.187,-2.173,0.152,0.209,0.074,        ,       ,   ,4165,249,6.912,0.081,-0.039,0.123,2.113,0.061,clusters2/UBC_390.dat          ,                        ,338.6963,58.2698,UBC_390,-0.0054252248157755,1.2745604977820992,6.4,0.8,338.69615802212905,58.28733347852802
UBC_391          ,338.8938,59.0074,0.184,110,-2.827,0.133,-1.984,0.143,0.369,0.065, -72.750,  1.638,  2,2386,98,7.063,0.464,0.156,0.237,2.752,0.09,clusters2/UBC_391.dat          ,                        ,338.8938,59.0074,UBC_391,1.0495033017471886,0.912488931126166,5.6,0.7,338.9427741139067,59.0293026553317
UBC_393          ,345.4897,56.9513,0.207,357,-2.891,0.176,-2.546,0.14,0.259,0.075,        ,       ,   ,3283,469,6.833,0.161,-0.054,0.108,2.247,0.089,clusters2/UBC_393.dat          ,                        ,345.4897,56.9513,UBC_393,1.811813900672736,0.207075016737658,9.2,0.8,345.54768700787537,56.954900515618746
UBC_395          ,345.624,57.1867,0.099,105,-2.854,0.165,-2.564,0.137,0.393,0.1,        ,       ,   ,2339,107,8.82,0.532,-0.065,0.055,1.811,0.257,clusters2/UBC_395.dat          ,                        ,345.624,57.1867,UBC_395,-0.3315153774850348,-0.0072330851834196,3.4,0.5,345.60901446707265,57.186521926942525
UBC_396          ,337.2957,66.5205,0.118,29,-2.257,0.121,-2.828,0.157,0.951,0.063,        ,       ,   ,1054,25,7.119,0.425,0.016,0.346,2.491,0.166,clusters2/UBC_396.dat          ,                        ,337.2957,66.5205,UBC_396,0.1264299251338774,-0.1099109171970145,1.9,0.5,337.312945885916,66.51452425842348
UBC_397          ,347.7321,58.6112,0.062,111,-3.503,0.196,-2.655,0.153,0.252,0.099,        ,       ,   ,3430,325,6.81,0.108,-0.141,0.137,2.703,0.06,clusters2/UBC_397.dat          ,                        ,347.7321,58.6112,UBC_397,-0.7949718837677882,0.4272762461955608,4.4,0.9,347.70659870095403,58.618334831686795
UBC_40           ,22.6326,60.244,0.055,100,-1.061,0.275,-0.614,0.233,0.363,0.103,        ,       ,   ,2228,63,8.036,0.203,-0.226,0.102,1.38,0.085,clusters2/UBC_40.dat           ,                        ,22.6326,60.244,UBC_40,0.3428932332554262,0.1888890242971275,1.7,0.5,22.65036969592234,60.248856328117185
UBC_407          ,4.5533,63.3454,0.244,367,-3.084,0.172,-0.57,0.113,0.289,0.058, -75.435,  0.347,  3,2779,117,7.818,0.422,-0.001,0.122,1.68,0.152,clusters2/UBC_407.dat          ,                        ,4.5533,63.3454,UBC_407,0.4796401792807252,0.3725076974088281,8.5,0.5,4.575349347108613,63.353078442980504
UBC_409          ,6.7562,63.2336,0.248,428,-2.905,0.155,-0.421,0.106,0.297,0.074, -59.371,  1.410,  4,2918,185,7.134,0.503,-0.098,0.12,1.951,0.195,clusters2/UBC_409.dat          ,                        ,6.7562,63.2336,UBC_409,0.1243875071452365,-0.726594019520455,8.6,0.8,6.761620579671128,63.2193330115931
UBC_41           ,23.2364,59.7856,0.076,191,-0.787,0.287,-0.704,0.281,0.33,0.137,        ,       ,   ,2347,110,7.972,0.179,-0.19,0.083,1.56,0.109,clusters2/UBC_41.dat           ,                        ,23.2364,59.7856,UBC_41,0.020176201902375,-0.1592450065953476,2.2,0.5,23.237378646101547,59.78171245192803
UBC_410          ,6.9806,62.9078,0.169,171,-3.13,0.162,-0.964,0.123,0.336,0.072,        ,       ,   ,2663,137,7.344,0.399,0.272,0.104,1.527,0.093,clusters2/UBC_410.dat          ,                        ,6.9806,62.9078,UBC_410,-0.1278685211374632,0.7092854452100834,5.4,0.7,6.9745559831913235,62.923060502794485
UBC_413          ,17.6488,60.4723,0.064,41,-2.36,0.164,-0.328,0.114,0.331,0.068,        ,       ,   ,2746,89,7.109,0.281,0.095,0.226,2.283,0.163,clusters2/UBC_413.dat          ,                        ,17.6488,60.4723,UBC_413,0.6490259862864924,-0.4798039898040138,2.2,0.5,17.676268851228233,60.46228597961562
UBC_415          ,42.5554,72.9012,0.118,29,-1.309,0.163,-1.607,0.255,1.08,0.089,        ,       ,   ,893,26,7.227,0.105,-0.078,0.158,1.58,0.132,clusters2/UBC_415.dat          ,                        ,42.5554,72.9012,UBC_415,-0.3859776779000423,0.2378133478937476,2.0,0.5,42.47109915729351,72.91644093090993
UBC_417          ,29.1818,54.4187,0.187,67,-0.756,0.179,-1.481,0.149,0.476,0.06,        ,       ,   ,1926,113,7.562,0.203,-0.03,0.228,0.59,0.083,clusters2/UBC_417.dat          ,                        ,29.1818,54.4187,UBC_417,0.3844538300627391,0.3498389323415516,5.0,0.5,29.201460933447418,54.42910561823677
UBC_422          ,40.569,58.1629,0.168,108,0.584,0.165,-0.706,0.134,0.36,0.054,        ,       ,   ,2494,221,7.096,0.584,-0.048,0.17,2.203,0.092,clusters2/UBC_422.dat          ,                        ,40.569,58.1629,UBC_422,-0.1301800821381817,0.4795446099220513,6.2,0.7,40.56332876255052,58.173916667522775
UBC_423          ,48.2951,58.9367,0.051,47,0.626,0.147,-0.779,0.251,0.378,0.109,        ,       ,   ,2623,157,6.888,0.062,0.143,0.199,2.616,0.024,clusters2/UBC_423.dat          ,                        ,48.2951,58.9367,UBC_423,-0.3834432364737496,-0.333951162137434,2.4,0.5,48.2788708128667,58.92940428612368
UBC_424          ,50.9916,51.2608,0.121,129,0.088,0.23,-1.607,0.199,0.396,0.097,        ,       ,   ,2083,80,8.633,0.268,-0.074,0.098,1.905,0.126,clusters2/UBC_424.dat          ,                        ,50.9916,51.2608,UBC_424,-0.1303409213180479,-0.4678696659725236,3.8,0.7,50.9858723909441,51.24793046154583
UBC_425          ,59.219,48.6086,0.181,124,0.802,0.21,-1.374,0.193,0.299,0.085,        ,       ,   ,2691,268,7.031,0.471,-0.106,0.149,2.603,0.06,clusters2/UBC_425.dat          ,                        ,59.219,48.6086,UBC_425,0.1172076739823975,0.3695775508321173,6.6,0.9,59.222774855243685,48.61646884725743
UBC_428          ,66.8025,44.6853,0.178,189,1.278,0.233,-1.38,0.153,0.276,0.095, -15.185,  0.890,  5,2837,264,7.054,0.805,-0.176,0.137,2.658,0.179,clusters2/UBC_428.dat          ,                        ,66.8025,44.6853,UBC_428,-0.3432864187483844,0.6585087014569595,6.9,0.7,66.7927464590257,44.69859876363652
UBC_429          ,72.5709,44.7681,0.114,118,-0.282,0.242,-1.037,0.173,0.352,0.128,        ,       ,   ,2642,116,8.856,0.048,-0.077,0.104,2.016,0.139,clusters2/UBC_429.dat          ,                        ,72.5709,44.7681,UBC_429,0.0776230764049064,0.1645423745649328,3.8,0.5,72.57327121985547,44.77166832657384
UBC_430          ,71.4284,41.502,0.129,81,0.148,0.223,-1.079,0.157,0.271,0.079,        ,       ,   ,2926,204,8.116,0.548,0.144,0.18,1.292,0.085,clusters2/UBC_430.dat          ,                        ,71.4284,41.502,UBC_430,-1.3423188277249016,2.730988147373941,3.9,0.5,71.39327468401899,41.555471803069004
UBC_432          ,79.0349,39.5289,0.122,108,0.36,0.193,-1.884,0.147,0.309,0.095,        ,       ,   ,2635,144,7.148,0.518,-0.091,0.101,1.901,0.099,clusters2/UBC_432.dat          ,                        ,79.0349,39.5289,UBC_432,0.0586358826462412,-0.1740168267818767,4.3,0.5,79.03655293748736,39.5251161439887
UBC_433          ,87.7067,28.7143,0.09,114,0.298,0.195,-0.231,0.172,0.181,0.102,        ,       ,   ,4614,204,9.082,0.132,-0.351,0.134,1.815,0.219,clusters2/UBC_433.dat          ,                        ,87.7067,28.7143,UBC_433,-0.6180505105006002,0.8642183551907543,5.4,0.5,87.69794812762703,28.725031418560764
UBC_435          ,90.7183,25.5052,0.146,127,-0.081,0.183,-1.63,0.157,0.269,0.081,        ,       ,   ,3118,245,7.888,0.741,-0.043,0.135,1.091,0.322,clusters2/UBC_435.dat          ,                        ,90.7183,25.5052,UBC_435,-1.4753001793405822,0.2667516536683862,5.6,0.5,90.68826170988885,25.510098718082343
UBC_436          ,94.9131,26.2321,0.115,102,-0.343,0.156,-2.081,0.178,0.281,0.092,        ,       ,   ,3078,403,8.794,0.709,-0.11,0.119,1.092,0.29,clusters2/UBC_436.dat          ,                        ,94.9131,26.2321,UBC_436,-0.0231358480052996,0.3990945243055357,4.9,0.5,94.91261985823655,26.23952898943422
UBC_437          ,89.5422,22.0599,0.14,86,0.15,0.137,-1.918,0.138,0.47,0.087,        ,       ,   ,1840,87,7.904,0.274,-0.1,0.062,1.847,0.128,clusters2/UBC_437.dat          ,                        ,89.5422,22.0599,UBC_437,0.4870390414869945,0.2292769856649394,3.7,0.5,89.5585647125166,22.06703864507345
UBC_438          ,94.8212,15.2945,0.152,158,0.135,0.161,-0.385,0.156,0.184,0.08,  74.681,  0.805,  2,4113,328,6.701,0.046,0.224,0.205,2.575,0.037,clusters2/UBC_438.dat          ,                        ,94.8212,15.2945,UBC_438,-2.7420059964373067,-1.4833831779809437,8.2,0.8,94.7816041145514,15.273832380999384
UBC_439          ,94.5458,10.7662,0.13,97,0.443,0.177,-0.95,0.167,0.282,0.093,        ,       ,   ,2767,112,8.447,0.051,-0.146,0.025,1.395,0.046,clusters2/UBC_439.dat          ,                        ,94.5458,10.7662,UBC_439,-0.5087671701246688,0.3811714848531728,4.8,0.5,94.53507600424506,10.774092666362469
UBC_442          ,100.5758,-4.616,0.062,102,0.197,0.188,-0.226,0.139,0.197,0.11,        ,       ,   ,4607,614,8.879,0.082,-0.14,0.168,1.397,0.154,clusters2/UBC_442.dat          ,                        ,100.5758,-4.616,UBC_442,-0.2560055969608577,-0.2367114225597912,4.6,0.5,100.57260576671493,-4.618943896804074
UBC_443          ,98.6313,-6.7953,0.199,137,0.228,0.16,0.082,0.176,0.275,0.083,  25.029,  2.191,  2,2704,271,8.893,0.64,-0.152,0.115,1.538,0.228,clusters2/UBC_443.dat          ,                        ,98.6313,-6.7953,UBC_443,0.4163165563756195,-1.14037312168346,7.1,0.5,98.64018429731587,-6.819463590998855
UBC_445          ,108.4954,-6.5904,0.109,70,-0.883,0.112,-1.325,0.109,0.35,0.066,        ,       ,   ,2656,114,8.58,0.221,-0.041,0.062,1.071,0.126,clusters2/UBC_445.dat          ,                        ,108.4954,-6.5904,UBC_445,0.1382785043320407,0.4639953997158432,4.3,0.5,108.4984027544142,-6.5803905865663515
UBC_448          ,113.5194,-8.0798,0.112,142,-1.396,0.176,0.583,0.167,0.269,0.095,        ,       ,   ,2988,129,8.582,0.172,-0.097,0.083,0.58,0.096,clusters2/UBC_448.dat          ,                        ,113.5194,-8.0798,UBC_448,-0.2938198333815371,-0.0856489607651589,4.8,0.5,113.51370940629522,-8.081442304708808
