Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc
Berkeley_36,109.105,-13.196,227.496,-0.563,0.046,150,-1.725,0.15,0.86,0.157,0.206,0.086,9.83,1.42,13.2,4360.0,-2945.0,-3214.0,-42.0,11734.0
Berkeley_37,110.075,-1.002,217.132,5.958,0.04,106,-1.113,0.143,0.682,0.102,0.197,0.074,8.97,0.17,13.11,4185.0,-3319.0,-2513.0,434.0,11927.0
Berkeley_39,116.702,-4.665,223.532,10.087,0.055,530,-1.73,0.179,-1.645,0.129,0.201,0.103,9.75,0.29,12.99,3968.0,-2832.0,-2690.0,694.0,11491.0
Berkeley_4,11.291,64.391,122.254,1.528,0.033,42,-2.421,0.079,-0.236,0.054,0.296,0.044,7.33,2.16,12.47,3121.0,-1665.0,2638.0,83.0,10347.0
Berkeley_43,288.872,11.265,45.682,-0.135,0.048,197,-1.035,0.192,-3.504,0.2,0.186,0.107,,,,,,,,
Berkeley_44,289.313,19.55,53.218,3.343,0.05,192,0.007,0.125,-2.834,0.14,0.303,0.066,9.16,2.75,12.28,2863.0,1711.0,2289.0,167.0,7012.0
Berkeley_45,289.778,15.716,50.029,1.164,0.019,91,-1.336,0.1,-4.534,0.107,0.225,0.084,8.79,2.88,12.61,3328.0,2137.0,2550.0,67.0,6706.0
Berkeley_47,292.127,17.362,52.545,-0.041,0.029,52,-1.894,0.094,-5.444,0.101,0.402,0.053,7.34,4.02,11.93,2437.0,1482.0,1934.0,-1.0,7125.0
Berkeley_49,299.872,34.643,70.979,2.578,0.019,77,-2.995,0.175,-6.095,0.137,0.286,0.07,8.41,3.24,12.41,3030.0,986.0,2862.0,136.0,7890.0
Berkeley_5,26.928,62.935,129.282,0.759,0.019,30,-1.61,0.151,0.764,0.227,0.088,0.133,9.06,3.46,14.25,7079.0,-4481.0,5479.0,93.0,13943.0
Berkeley_50,302.505,34.967,72.408,0.926,0.021,82,-3.398,0.099,-5.072,0.085,0.246,0.035,7.88,2.12,12.64,3380.0,1021.0,3221.0,54.0,7996.0
Berkeley_51,302.972,34.402,72.146,0.293,0.02,89,-3.066,0.17,-4.918,0.195,0.167,0.113,,,,,,,,
Berkeley_52,303.621,28.947,67.897,-3.174,0.028,63,-4.292,0.149,-5.679,0.148,0.147,0.133,,,,,,,,
Berkeley_53,313.975,51.06,90.3,3.762,0.089,558,-3.795,0.247,-5.682,0.223,0.247,0.115,8.99,4.42,12.67,3415.0,-17.0,3408.0,224.0,9026.0
Berkeley_54,315.745,40.433,83.076,-4.134,0.033,87,-3.091,0.105,-3.254,0.13,0.12,0.095,9.43,2.24,14.12,6680.0,803.0,6614.0,-481.0,10027.0
Berkeley_55,319.232,51.762,93.024,1.804,0.031,107,-4.05,0.219,-4.618,0.214,0.309,0.091,8.3,4.8,12.2,2754.0,-145.0,2749.0,86.0,8919.0
Berkeley_56,319.391,41.835,85.979,-5.197,0.041,68,-1.901,0.112,-1.831,0.138,0.047,0.06,9.47,1.42,14.89,9516.0,664.0,9454.0,-862.0,12177.0
Berkeley_58,0.063,60.937,116.754,-1.319,0.06,123,-3.498,0.065,-1.782,0.075,0.282,0.046,7.78,1.83,12.7,3468.0,-1560.0,3096.0,-79.0,10373.0
Berkeley_59,0.57,67.441,118.23,5.019,0.137,235,-1.616,0.307,-1.764,0.344,0.916,0.083,,,,,,,,
Berkeley_6,27.803,61.061,130.101,-0.976,0.044,66,-0.857,0.076,-0.485,0.094,0.31,0.05,8.35,1.8,12.42,3051.0,-1965.0,2333.0,-51.0,10566.0
Berkeley_60,4.44,60.936,118.851,-1.669,0.04,104,-0.682,0.105,-0.732,0.077,0.236,0.053,8.57,2.07,12.85,3711.0,-1789.0,3249.0,-108.0,10638.0
Berkeley_61,12.04,67.199,122.613,4.329,0.024,40,-2.505,0.085,-0.014,0.086,0.309,0.071,8.26,2.07,12.33,2922.0,-1570.0,2454.0,220.0,10210.0
Berkeley_62,15.309,63.918,124.009,1.066,0.081,84,-2.15,0.089,-0.353,0.085,0.36,0.041,7.17,2.09,12.12,2660.0,-1487.0,2204.0,49.0,10071.0
Berkeley_63,34.858,63.718,132.488,2.491,0.041,47,-0.958,0.067,0.203,0.089,0.172,0.04,7.26,2.52,13.67,5412.0,-3652.0,3987.0,235.0,12638.0
Berkeley_64,35.428,65.888,131.982,4.613,0.044,41,-0.511,0.073,0.998,0.076,0.159,0.065,9.09,2.28,13.4,4775.0,-3184.0,3538.0,384.0,12055.0
Berkeley_65,39.768,60.403,135.848,0.258,0.025,37,-0.7,0.059,-0.337,0.093,0.444,0.05,7.99,2.49,11.79,2282.0,-1637.0,1589.0,10.0,10103.0
Berkeley_66,46.03,58.731,139.431,0.175,0.054,25,-0.12,0.204,-0.191,0.28,0.158,0.087,9.49,3.6,13.39,4759.0,-3615.0,3095.0,14.0,12349.0
Berkeley_67,69.472,50.755,154.852,2.481,0.082,153,2.316,0.124,-1.374,0.085,0.415,0.067,9.1,2.03,11.73,2216.0,-2004.0,941.0,95.0,10387.0
Berkeley_68,71.053,42.134,162.039,-2.404,0.1,200,2.31,0.166,-1.312,0.135,0.281,0.081,9.32,1.38,12.65,3383.0,-3216.0,1042.0,-141.0,11603.0
Berkeley_69,81.09,32.607,174.442,-1.853,0.038,99,0.806,0.177,-1.937,0.116,0.259,0.066,8.9,1.61,12.66,3410.0,-3392.0,330.0,-110.0,11737.0
Berkeley_7,28.546,62.366,130.136,0.375,0.045,89,-0.993,0.102,-0.13,0.111,0.337,0.065,7.53,1.92,12.28,2863.0,-1845.0,2189.0,18.0,10418.0
Berkeley_70,81.457,41.951,166.865,3.628,0.061,137,0.947,0.174,-1.864,0.152,0.177,0.094,9.34,1.23,13.48,4954.0,-4815.0,1123.0,313.0,13203.0
Berkeley_71,85.233,32.272,176.631,0.894,0.036,57,0.65,0.162,-1.614,0.102,0.226,0.056,8.94,2.53,12.78,3598.0,-3591.0,211.0,56.0,11933.0
Berkeley_72,87.559,22.247,186.267,-2.564,0.04,55,0.853,0.193,-0.261,0.126,0.154,0.099,7.73,1.65,13.69,5470.0,-5431.0,-596.0,-244.0,13784.0
Berkeley_73,95.52,-6.321,215.261,-9.393,0.016,45,0.227,0.209,1.11,0.161,0.128,0.16,9.15,0.69,13.95,6158.0,-4960.0,-3507.0,-1005.0,13755.0
Berkeley_75,102.252,-23.999,234.308,-11.191,0.032,39,-0.264,0.132,1.088,0.158,0.088,0.083,9.23,0.29,14.6,8304.0,-4752.0,-6616.0,-1611.0,14669.0
Berkeley_76,106.672,-11.735,225.102,-1.994,0.052,37,-0.58,0.149,1.4,0.167,0.218,0.09,9.22,1.38,13.38,4746.0,-3347.0,-3359.0,-165.0,12161.0
Berkeley_77,110.362,-3.234,219.253,5.181,0.028,60,-1.001,0.107,-0.113,0.106,0.257,0.091,8.87,0.29,12.79,3617.0,-2789.0,-2279.0,326.0,11361.0
Berkeley_78,110.913,5.37,211.788,9.603,0.038,113,-0.071,0.157,-1.24,0.13,0.187,0.08,9.59,0.22,13.08,4125.0,-3457.0,-2143.0,688.0,11991.0
Berkeley_79,281.25,-1.146,31.178,0.909,0.046,79,-0.118,0.134,-1.554,0.129,0.402,0.057,8.24,2.68,11.78,2272.0,1944.0,1176.0,36.0,6503.0
Berkeley_8,30.306,75.489,127.358,13.22,0.077,250,2.65,0.154,0.439,0.156,0.25,0.074,9.56,1.75,12.62,3339.0,-1972.0,2584.0,763.0,10631.0
Berkeley_80,283.591,-1.214,32.185,-1.204,0.037,72,-0.755,0.091,-2.667,0.132,0.39,0.057,8.2,3.5,11.78,2270.0,1920.0,1208.0,-47.0,6531.0
Berkeley_81,285.419,-0.454,33.695,-2.485,0.044,127,-1.204,0.163,-1.853,0.163,0.254,0.09,9.06,2.75,12.6,3313.0,2754.0,1836.0,-143.0,5879.0
Berkeley_82,287.845,13.111,46.852,1.611,0.022,23,0.178,0.139,-3.168,0.162,0.708,0.052,8.02,2.43,10.68,1365.0,933.0,995.0,38.0,7473.0
Berkeley_83,300.356,28.645,66.095,-0.93,0.013,30,-2.604,0.169,-4.692,0.188,0.092,0.121,8.38,4.59,14.12,6663.0,2700.0,6091.0,-108.0,8301.0
Berkeley_85,304.692,37.744,75.697,0.997,0.057,310,-2.94,0.116,-4.677,0.113,0.22,0.055,8.62,2.77,12.74,3526.0,871.0,3416.0,61.0,8213.0
Berkeley_86,305.084,38.688,76.65,1.276,0.07,23,-3.447,0.066,-5.402,0.09,0.558,0.039,7.04,2.77,11.05,1621.0,374.0,1577.0,36.0,8120.0
Berkeley_87,305.396,37.433,75.756,0.361,0.093,112,-3.654,0.111,-6.264,0.144,0.573,0.053,6.92,3.68,11.08,1644.0,404.0,1594.0,10.0,8093.0
Berkeley_89,306.114,46.048,83.144,4.841,0.042,176,-2.014,0.126,-2.245,0.137,0.239,0.075,9.32,1.91,12.73,3508.0,417.0,3470.0,296.0,8649.0
Berkeley_9,53.167,52.649,146.069,-2.825,0.053,142,1.493,0.162,0.037,0.137,0.513,0.085,9.14,2.69,11.29,1814.0,-1503.0,1011.0,-89.0,9895.0
Berkeley_90,308.819,46.843,84.883,3.794,0.055,82,-2.829,0.155,-4.369,0.171,0.302,0.076,6.71,3.6,12.4,3025.0,269.0,3007.0,200.0,8612.0
Berkeley_91,317.711,48.543,90.022,0.288,0.023,32,-1.599,0.194,-2.927,0.27,0.203,0.1,8.8,4.04,13.91,6057.0,-2.0,6057.0,30.0,10309.0
Berkeley_92,321.206,57.528,97.926,5.063,0.022,35,-2.464,0.145,-2.325,0.08,0.068,0.073,9.44,2.2,14.31,7282.0,-1000.0,7185.0,642.0,11784.0
Berkeley_94,335.711,55.862,103.118,-1.185,0.037,39,-3.713,0.07,-2.861,0.049,0.217,0.058,7.19,1.62,13.06,4097.0,-929.0,3990.0,-84.0,10092.0
Berkeley_95,337.082,59.129,105.471,1.197,0.041,31,-3.401,0.119,-2.287,0.101,0.248,0.042,7.08,3.83,12.96,3907.0,-1042.0,3764.0,81.0,10109.0
Berkeley_96,337.478,55.408,103.727,-2.097,0.025,53,-3.503,0.126,-2.994,0.124,0.252,0.048,7.57,1.43,12.77,3573.0,-847.0,3469.0,-130.0,9820.0
Berkeley_97,339.853,59.005,106.641,0.374,0.035,76,-2.736,0.164,-1.808,0.133,0.314,0.067,7.18,2.58,12.55,3241.0,-928.0,3105.0,21.0,9774.0
Berkeley_98,340.665,52.407,103.869,-5.633,0.062,148,-1.353,0.102,-3.186,0.1,0.253,0.056,9.39,0.61,12.73,3519.0,-839.0,3400.0,-345.0,9788.0
Berkeley_99,350.26,71.778,115.92,10.148,0.05,88,-3.139,0.126,-0.359,0.133,0.137,0.055,9.53,0.72,13.54,5105.0,-2196.0,4520.0,899.0,11465.0
Bica_3,276.519,-13.058,18.446,-0.417,0.016,70,-0.588,0.169,-1.598,0.222,0.391,0.094,,,,,,,,
Biurakan_2,302.283,35.488,72.747,1.359,0.139,47,-3.169,0.099,-6.843,0.129,0.542,0.05,6.97,0.93,11.18,1723.0,511.0,1645.0,40.0,7999.0
Blanco_1,0.853,-29.958,15.09,-79.086,0.699,380,18.739,0.432,2.602,0.444,4.21,0.121,8.02,0.01,6.9,240.0,43.0,11.0,-236.0,8296.0
Bochum_11,161.769,-60.096,288.012,-0.878,0.056,61,-6.335,0.115,1.742,0.138,0.389,0.045,6.8,1.27,12.06,2584.0,799.0,-2457.0,-39.0,7931.0
Bochum_13,259.333,-35.529,351.211,1.383,0.105,57,-0.286,0.142,-1.284,0.131,0.567,0.05,6.95,2.63,11.11,1666.0,1646.0,-254.0,40.0,6698.0
Bochum_3,105.86,-5.021,218.767,0.372,0.033,17,-1.174,0.064,-0.19,0.119,0.448,0.061,8.06,0.69,11.75,2238.0,-1745.0,-1401.0,14.0,10182.0
Bochum_4,112.877,-17.229,232.772,0.734,0.136,21,-3.014,0.073,1.848,0.082,0.761,0.028,7.98,0.39,10.55,1285.0,-777.0,-1023.0,16.0,9174.0
Bochum_6,112.992,-19.416,234.741,-0.224,0.075,75,-2.28,0.128,2.308,0.159,0.249,0.085,6.81,1.59,12.97,3931.0,-2269.0,-3210.0,-15.0,11084.0
COIN-Gaia_1,11.933,66.769,122.566,3.9,0.357,78,-5.034,0.122,-3.048,0.108,1.546,0.042,8.26,1.13,9.09,658.0,-353.0,554.0,44.0,8711.0
COIN-Gaia_10,68.385,40.509,161.92,-4.981,0.177,28,2.025,0.086,-3.355,0.108,0.943,0.041,7.74,0.95,10.04,1018.0,-964.0,314.0,-88.0,9310.0
COIN-Gaia_11,68.11,39.479,162.538,-5.834,0.336,75,3.574,0.155,-5.62,0.131,1.485,0.046,8.9,1.25,9.13,669.0,-635.0,199.0,-68.0,8977.0
COIN-Gaia_12,79.209,41.708,166.113,2.112,0.306,67,2.616,0.129,-4.681,0.092,1.03,0.051,8.73,0.16,9.9,954.0,-926.0,228.0,35.0,9268.0
COIN-Gaia_13,83.186,42.087,167.459,4.776,1.003,130,-3.828,0.185,-1.676,0.172,1.927,0.092,8.27,0.37,8.68,545.0,-530.0,118.0,45.0,8871.0
COIN-Gaia_14,77.696,39.195,167.476,-0.293,0.157,19,1.331,0.094,-6.598,0.081,1.043,0.032,8.63,0.62,9.86,936.0,-914.0,203.0,-4.0,9256.0
COIN-Gaia_15,76.09,35.831,169.408,-3.328,0.147,87,0.44,0.146,-3.781,0.105,0.824,0.069,8.0,1.27,10.35,1174.0,-1152.0,215.0,-68.0,9494.0
COIN-Gaia_16,80.179,37.438,170.038,0.27,0.059,25,1.262,0.144,-3.749,0.139,0.622,0.063,7.41,0.57,10.93,1531.0,-1508.0,264.0,7.0,9852.0
COIN-Gaia_17,81.244,37.558,170.418,1.035,0.151,67,0.358,0.157,-4.297,0.12,0.885,0.067,8.6,0.75,10.17,1082.0,-1067.0,180.0,19.0,9408.0
COIN-Gaia_18,78.408,35.498,170.797,-2.014,0.239,39,0.767,0.121,-4.955,0.136,0.953,0.069,8.25,0.85,10.06,1027.0,-1013.0,164.0,-36.0,9355.0
COIN-Gaia_19,82.188,34.29,173.557,-0.153,0.172,77,-1.477,0.126,-4.641,0.093,0.774,0.056,8.03,0.73,10.47,1241.0,-1233.0,139.0,-3.0,9574.0
COIN-Gaia_2,15.06,55.409,124.192,-7.441,0.187,115,-4.457,0.118,-1.933,0.12,0.787,0.062,8.82,0.46,10.4,1204.0,-670.0,987.0,-155.0,9064.0
COIN-Gaia_20,78.634,31.691,174.004,-4.082,0.258,36,0.548,0.141,-1.455,0.091,0.911,0.049,7.93,0.63,10.09,1044.0,-1036.0,108.0,-74.0,9376.0
COIN-Gaia_21,84.766,28.402,179.696,-1.504,0.098,26,-0.115,0.086,-3.849,0.081,0.697,0.038,7.45,1.09,10.74,1406.0,-1405.0,7.0,-36.0,9745.0
COIN-Gaia_22,91.06,31.602,179.721,4.815,0.086,83,-0.708,0.147,-3.309,0.107,0.49,0.074,8.48,0.82,11.49,1987.0,-1980.0,9.0,166.0,10320.0
COIN-Gaia_23,87.449,27.008,182.127,-0.209,0.275,91,-0.318,0.156,-0.928,0.132,1.032,0.077,8.11,0.54,9.86,937.0,-937.0,-34.0,-3.0,9277.0
COIN-Gaia_24,90.693,23.203,186.893,0.416,0.194,47,2.536,0.097,-2.954,0.092,0.965,0.047,7.92,0.67,10.06,1030.0,-1022.0,-123.0,7.0,9363.0
COIN-Gaia_25,91.691,20.276,189.899,-0.211,0.291,83,-0.499,0.152,-2.595,0.124,1.201,0.072,8.75,0.38,9.58,824.0,-812.0,-141.0,-3.0,9153.0
COIN-Gaia_26,83.771,15.721,190.009,-9.01,0.107,62,0.267,0.108,-2.376,0.108,0.688,0.06,8.23,1.32,10.8,1442.0,-1403.0,-247.0,-225.0,9746.0
COIN-Gaia_27,85.76,13.743,192.728,-8.387,0.195,57,0.697,0.128,-3.594,0.116,0.912,0.049,8.86,1.18,10.35,1173.0,-1132.0,-255.0,-171.0,9475.0
COIN-Gaia_28,96.333,11.159,200.041,-0.63,0.115,90,-1.12,0.155,-0.942,0.146,0.59,0.065,7.74,0.75,11.02,1600.0,-1503.0,-548.0,-17.0,9858.0
COIN-Gaia_29,15.548,63.648,124.125,0.801,0.177,11,-2.654,0.051,-0.317,0.04,0.313,0.032,,,,,,,,
COIN-Gaia_3,18.739,60.505,125.825,-2.235,0.126,85,-2.431,0.104,-1.791,0.115,0.775,0.054,7.69,1.69,10.41,1209.0,-707.0,979.0,-47.0,9100.0
COIN-Gaia_30,21.08,70.574,125.684,7.878,0.254,90,-6.145,0.111,2.067,0.164,1.346,0.05,8.41,1.25,9.42,767.0,-443.0,617.0,105.0,8804.0
COIN-Gaia_31,21.307,61.135,127.0,-1.469,0.093,18,-1.983,0.068,-0.526,0.048,0.381,0.036,,,,,,,,
COIN-Gaia_32,28.194,63.066,129.813,1.016,0.139,17,0.053,0.065,-2.195,0.048,0.775,0.03,8.56,0.82,10.48,1248.0,-799.0,959.0,22.0,9189.0
COIN-Gaia_33,30.276,61.475,131.15,-0.28,0.05,14,-1.307,0.03,-0.071,0.066,0.123,0.038,,,,,,,,
COIN-Gaia_34,31.231,61.776,131.504,0.133,0.183,34,-2.231,0.157,0.866,0.093,1.006,0.058,8.34,1.19,10.05,1022.0,-677.0,765.0,2.0,9049.0
COIN-Gaia_35,33.472,60.039,133.06,-1.201,0.043,10,-0.526,0.066,-0.396,0.084,0.341,0.04,,,,,,,,
COIN-Gaia_37,45.377,58.329,139.326,-0.341,0.845,3,0.849,0.092,-2.042,0.046,0.976,0.028,,,,,,,,
COIN-Gaia_38,51.472,51.072,146.101,-4.718,0.132,50,2.032,0.136,-6.785,0.109,0.793,0.052,8.43,1.56,10.53,1274.0,-1054.0,708.0,-104.0,9420.0
COIN-Gaia_39,69.612,42.95,160.724,-2.663,0.244,13,0.238,0.113,-2.467,0.079,0.991,0.04,8.46,0.63,10.02,1010.0,-952.0,333.0,-46.0,9298.0
COIN-Gaia_4,26.129,58.756,129.782,-3.408,0.107,42,-0.948,0.074,-1.0,0.081,0.45,0.028,7.73,1.65,11.72,2205.0,-1408.0,1692.0,-131.0,9894.0
COIN-Gaia_40,81.874,33.526,174.048,-0.794,0.073,12,0.393,0.057,-2.762,0.054,0.47,0.035,,,,,,,,
COIN-Gaia_41,89.835,19.026,190.126,-2.348,0.148,48,-0.314,0.097,-3.685,0.098,0.52,0.072,8.34,1.51,11.49,1988.0,-1955.0,-349.0,-81.0,10301.0
COIN-Gaia_5,27.408,58.078,130.583,-3.927,0.224,21,-2.774,0.171,-0.511,0.096,1.063,0.081,8.04,0.45,9.8,912.0,-592.0,691.0,-62.0,8959.0
COIN-Gaia_6,28.101,58.636,130.809,-3.3,0.077,83,-2.355,0.107,-0.49,0.141,0.277,0.061,8.68,1.18,12.57,3259.0,-2126.0,2463.0,-187.0,10752.0
COIN-Gaia_7,33.738,58.466,133.686,-2.651,0.152,31,-1.043,0.101,-1.548,0.085,0.648,0.047,7.76,1.36,10.86,1485.0,-1025.0,1073.0,-68.0,9426.0
COIN-Gaia_8,39.048,50.013,139.64,-9.43,0.312,28,2.51,0.11,-2.499,0.11,1.359,0.039,8.0,0.37,9.29,722.0,-542.0,461.0,-118.0,8894.0
COIN-Gaia_9,47.748,48.023,145.694,-8.585,0.265,22,-1.934,0.111,-2.81,0.119,1.119,0.064,8.2,0.57,9.68,864.0,-706.0,481.0,-129.0,9059.0
Collinder_106,99.278,6.002,205.96,-0.436,0.186,93,-1.472,0.144,0.531,0.106,0.635,0.058,7.39,0.63,10.89,1505.0,-1353.0,-659.0,-11.0,9716.0
Collinder_107,99.203,4.972,206.84,-0.976,0.39,108,-1.325,0.169,0.659,0.152,0.617,0.067,7.26,0.95,11.11,1666.0,-1486.0,-752.0,-28.0,9855.0
Collinder_110,99.677,2.069,209.638,-1.886,0.157,881,-1.091,0.143,-2.049,0.144,0.425,0.063,9.26,1.14,11.7,2183.0,-1896.0,-1079.0,-71.0,10293.0
Collinder_115,101.659,1.776,210.804,-0.258,0.087,180,-1.245,0.103,-0.567,0.126,0.475,0.051,7.98,0.76,11.46,1956.0,-1680.0,-1001.0,-8.0,10070.0
Collinder_132,108.485,-30.758,242.923,-9.104,1.333,86,-4.14,0.193,3.732,0.148,1.501,0.087,7.39,0.0,8.98,624.0,-280.0,-549.0,-98.0,8638.0
Collinder_135,109.362,-37.044,248.989,-11.201,1.138,324,-9.975,0.445,6.157,0.35,3.278,0.117,7.42,0.01,7.33,292.0,-102.0,-267.0,-56.0,8446.0
Collinder_140,110.882,-31.966,244.943,-7.818,0.568,124,-8.074,0.277,4.789,0.258,2.594,0.105,7.43,0.0,7.95,388.0,-162.0,-348.0,-52.0,8510.0
Collinder_185,125.833,-36.349,255.067,0.545,0.125,58,-4.924,0.111,3.879,0.139,0.626,0.046,7.79,0.61,10.97,1564.0,-403.0,-1511.0,14.0,8872.0
Collinder_197,131.202,-41.28,261.517,0.956,0.15,229,-5.808,0.305,3.933,0.388,1.034,0.085,7.15,1.42,9.9,955.0,-140.0,-944.0,15.0,8533.0
Collinder_205,135.119,-48.984,269.203,-1.851,0.047,81,-4.797,0.304,3.918,0.262,0.483,0.101,6.66,2.3,11.9,2394.0,-33.0,-2393.0,-77.0,8708.0
Collinder_220,156.429,-57.922,284.548,-0.349,0.109,112,-7.339,0.094,2.677,0.102,0.364,0.041,8.37,0.72,11.95,2457.0,617.0,-2378.0,-14.0,8080.0
Collinder_258,186.798,-60.767,299.974,1.966,0.128,110,-7.051,0.111,-0.288,0.095,0.764,0.046,7.99,0.53,10.54,1284.0,641.0,-1111.0,44.0,7778.0
Collinder_261,189.519,-68.377,301.696,-5.537,0.108,1799,-6.351,0.165,-2.705,0.16,0.315,0.082,9.8,0.81,12.27,2850.0,1490.0,-2414.0,-275.0,7262.0
Collinder_268,199.543,-67.079,305.537,-4.343,0.08,128,-5.48,0.09,-0.405,0.085,0.357,0.038,8.38,1.16,12.1,2633.0,1526.0,-2137.0,-199.0,7140.0
Collinder_269,200.992,-66.204,306.21,-3.539,0.137,55,-5.058,0.059,-2.492,0.102,0.568,0.043,8.62,0.78,11.16,1702.0,1003.0,-1371.0,-105.0,7463.0
Collinder_271,202.453,-64.199,307.093,-1.637,0.049,34,-5.697,0.059,-1.579,0.06,0.353,0.038,7.79,1.23,12.09,2613.0,1575.0,-2084.0,-74.0,7077.0
Collinder_272,202.586,-61.319,307.584,1.201,0.127,255,-3.441,0.08,-1.798,0.134,0.414,0.046,7.66,1.29,11.75,2236.0,1363.0,-1771.0,46.0,7197.0
Collinder_277,207.058,-66.066,308.655,-3.827,0.141,195,-9.225,0.097,-4.139,0.091,0.576,0.042,8.99,0.72,11.22,1752.0,1092.0,-1365.0,-116.0,7375.0
Collinder_292,237.41,-57.594,325.04,-2.584,0.095,94,-2.397,0.076,-2.232,0.086,0.528,0.045,8.41,0.97,11.25,1777.0,1455.0,-1017.0,-80.0,6959.0
Collinder_307,248.792,-50.99,334.388,-2.321,0.063,116,-0.715,0.144,-3.339,0.108,0.484,0.054,8.39,2.11,11.61,2099.0,1891.0,-906.0,-85.0,6511.0
Collinder_338,264.483,-37.657,351.74,-3.236,0.242,63,2.546,0.15,-1.854,0.145,1.521,0.06,8.16,0.45,9.04,643.0,635.0,-92.0,-36.0,7704.0
Collinder_350,267.018,1.525,26.952,14.773,0.786,169,-4.965,0.387,-0.019,0.243,2.708,0.129,8.77,0.52,7.85,371.0,320.0,162.0,94.0,8021.0
Collinder_359,270.598,3.26,30.228,12.394,1.562,269,0.637,0.234,-8.668,0.294,1.786,0.105,7.57,0.51,8.69,546.0,461.0,268.0,117.0,7883.0
Collinder_394,283.092,-20.229,14.869,-9.268,0.196,156,-1.459,0.184,-5.882,0.171,1.388,0.056,7.96,0.54,9.23,700.0,667.0,177.0,-112.0,7674.0
Collinder_419,304.534,40.732,78.1,2.777,0.058,48,-2.708,0.358,-6.382,0.219,0.952,0.041,7.29,1.17,10.01,1003.0,206.0,981.0,48.0,8192.0
Collinder_421,305.829,41.701,79.453,2.523,0.143,162,-3.651,0.123,-8.334,0.113,0.813,0.048,8.37,1.69,10.42,1214.0,222.0,1193.0,53.0,8205.0
Collinder_463,27.031,71.738,127.391,9.358,0.608,404,-1.715,0.124,-0.307,0.148,1.137,0.042,8.06,0.79,9.65,849.0,-508.0,665.0,138.0,8874.0
Collinder_469,274.143,-18.309,12.736,-0.871,0.029,24,0.089,0.059,-1.679,0.053,0.399,0.054,6.98,1.96,11.92,2422.0,2362.0,533.0,-36.0,6001.0
Collinder_69,83.792,9.813,195.162,-12.05,0.989,620,1.194,0.55,-2.118,0.393,2.462,0.124,7.1,0.25,8.1,416.0,-393.0,-106.0,-87.0,8734.0
Collinder_74,87.17,7.374,199.019,-10.379,0.063,107,1.011,0.121,-1.512,0.122,0.379,0.075,9.28,0.85,11.99,2498.0,-2323.0,-800.0,-450.0,10693.0
Collinder_95,97.788,9.894,201.825,0.049,0.171,136,-2.263,0.347,-5.159,0.311,1.458,0.117,7.28,1.52,9.1,659.0,-612.0,-245.0,0.0,8955.0
Czernik_1,1.906,61.476,117.725,-0.952,0.024,35,-2.964,0.121,-1.395,0.087,0.31,0.04,7.57,2.17,12.47,3124.0,-1453.0,2765.0,-51.0,10176.0
Czernik_10,38.483,60.167,135.355,-0.208,0.023,35,-1.178,0.16,0.267,0.217,0.239,0.106,8.34,3.46,13.21,4387.0,-3121.0,3083.0,-15.0,11869.0
Czernik_12,39.853,54.922,138.105,-4.737,0.047,33,-0.189,0.086,0.931,0.074,0.482,0.058,9.13,0.75,11.42,1919.0,-1423.0,1277.0,-158.0,9847.0
Czernik_13,41.106,62.327,135.639,2.276,0.05,85,0.585,0.094,-0.208,0.109,0.293,0.053,8.38,1.83,12.72,3500.0,-2500.0,2445.0,139.0,11113.0
Czernik_14,49.262,58.612,140.939,0.927,0.027,51,-0.49,0.12,-0.395,0.145,0.285,0.052,8.62,3.03,12.51,3176.0,-2466.0,2001.0,51.0,10990.0
Czernik_15,50.781,52.223,145.105,-3.995,0.111,13,0.33,0.092,-1.046,0.092,0.321,0.043,7.77,2.3,11.88,2373.0,-1942.0,1354.0,-165.0,10370.0
Czernik_16,52.754,52.612,145.885,-2.999,0.057,45,0.795,0.157,-2.181,0.117,0.34,0.05,8.51,2.61,12.2,2751.0,-2274.0,1540.0,-143.0,10726.0
Czernik_18,66.963,30.936,168.263,-12.309,0.051,45,1.826,0.261,-2.994,0.131,0.738,0.079,8.72,1.34,10.61,1325.0,-1267.0,263.0,-282.0,9611.0
Czernik_19,74.258,28.763,174.096,-8.862,0.076,79,1.049,0.116,-2.126,0.113,0.367,0.05,8.31,1.78,12.06,2586.0,-2542.0,262.0,-398.0,10885.0
Czernik_2,10.952,60.197,121.983,-2.661,0.085,77,-4.06,0.116,-0.905,0.089,0.495,0.049,8.57,1.41,11.39,1899.0,-1005.0,1609.0,-88.0,9482.0
Czernik_20,80.129,39.545,168.286,1.44,0.032,34,0.619,0.102,-1.583,0.061,0.264,0.046,9.22,1.49,12.71,3488.0,-3414.0,707.0,87.0,11775.0
Czernik_21,81.671,36.013,171.889,0.453,0.053,124,2.244,0.2,-0.907,0.179,0.221,0.112,9.41,2.05,13.03,4036.0,-3996.0,569.0,31.0,12349.0
Czernik_23,87.525,28.898,180.54,0.819,0.05,93,0.08,0.138,-1.794,0.171,0.288,0.108,8.43,1.49,12.99,3968.0,-3967.0,-37.0,56.0,12307.0
Czernik_24,88.848,20.876,188.058,-2.226,0.045,94,0.222,0.269,-2.629,0.268,0.261,0.124,9.43,1.63,13.0,3981.0,-3938.0,-557.0,-154.0,12291.0
